id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
lnvFqeQGiH8rBykfTgsZ-w,artificial-grass-solution-santa-ana,Artificial Grass Solution,https://s3-media4.fl.yelpcdn.com/bphoto/0mfRQirUw9_O814nG3EJ5w/o.jpg,False,https://www.yelp.com/biz/artificial-grass-solution-santa-ana?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,15,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 33.7600645, 'longitude': -117.9071162}",[],"{'address1': '2803 Westminster Ave', 'address2': 'Ste 206', 'address3': '', 'city': 'Santa Ana', 'zip_code': '92706', 'country': 'US', 'state': 'CA', 'display_address': ['2803 Westminster Ave', 'Ste 206', 'Santa Ana, CA 92706']}",+17146164267,(714) 616-4267,18985.32428884875,
Hl7WMb4x4L7fxBV1-vQqUg,artificial-grass-solution-el-monte,Artificial Grass Solution,https://s3-media4.fl.yelpcdn.com/bphoto/AtZTdW0f2hPZbt1W7zP6Jw/o.jpg,False,https://www.yelp.com/biz/artificial-grass-solution-el-monte?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,6,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 34.0693471, 'longitude': -118.0584017}",[],"{'address1': '9650 Telstar Ave', 'address2': 'Ste a 822', 'address3': None, 'city': 'El Monte', 'zip_code': '91731', 'country': 'US', 'state': 'CA', 'display_address': ['9650 Telstar Ave', 'Ste a 822', 'El Monte, CA 91731']}",+13103399559,(310) 339-9559,22680.08828532516,
MgQsw-Vv8c0HNYDUAbBjhg,green-grass-landscaping-whittier-2,Green Grass Landscaping,https://s3-media4.fl.yelpcdn.com/bphoto/lkX01gCeZjeEkc2psxlbrw/o.jpg,False,https://www.yelp.com/biz/green-grass-landscaping-whittier-2?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,96,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'gardeners', 'title': 'Gardeners'}, {'alias': 'irrigation', 'title': 'Irrigation'}]",5.0,"{'latitude': 33.9720916748047, 'longitude': -118.035316467285}",[],"{'address1': '', 'address2': None, 'address3': '', 'city': 'Whittier', 'zip_code': '90602', 'country': 'US', 'state': 'CA', 'display_address': ['Whittier, CA 90602']}",+13232363509,(323) 236-3509,12582.500957095303,
lWyC9GBhKE2VoWYsBBnEog,oc-turf-and-putting-greens-laguna-niguel-4,OC Turf and Putting Greens,https://s3-media3.fl.yelpcdn.com/bphoto/uMXSTKp1m94dPK0XL8ujSw/o.jpg,False,https://www.yelp.com/biz/oc-turf-and-putting-greens-laguna-niguel-4?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,211,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.5332108, 'longitude': -117.7228821}",[],"{'address1': '23312 Telfair Dr', 'address2': None, 'address3': '', 'city': 'Laguna Niguel', 'zip_code': '92677', 'country': 'US', 'state': 'CA', 'display_address': ['23312 Telfair Dr', 'Laguna Niguel, CA 92677']}",+17147063112,(714) 706-3112,48878.59269590595,
OHNt2TcDHNCjVa2ALV7-gw,smartgrass-manhattan-beach,SmartGrass,https://s3-media3.fl.yelpcdn.com/bphoto/-uxLl6hG7GGpj-__XsdZjA/o.jpg,False,https://www.yelp.com/biz/smartgrass-manhattan-beach?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,305,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.8928275, 'longitude': -118.4131849}",[],"{'address1': '361 23rd St', 'address2': None, 'address3': '', 'city': 'Manhattan Beach', 'zip_code': '90266', 'country': 'US', 'state': 'CA', 'display_address': ['361 23rd St', 'Manhattan Beach, CA 90266']}",+13106787467,(310) 678-7467,31945.98299929519,
2ffQocr6k2CLqUVctgAzUQ,turfora-artificial-grass-orange-county-3,Turfora Artificial Grass,https://s3-media3.fl.yelpcdn.com/bphoto/_DUzhBjlV-mdQ3rLXZ-kKw/o.jpg,False,https://www.yelp.com/biz/turfora-artificial-grass-orange-county-3?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,87,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.754691, 'longitude': -117.855098}",[],"{'address1': None, 'address2': '', 'address3': '', 'city': 'Orange County', 'zip_code': '92605', 'country': 'US', 'state': 'CA', 'display_address': ['Orange County, CA 92605']}",+18664058873,(866) 405-8873,15972.748347661804,
ZGlJggyVU6G_ne-VVNkYWA,joses-complete-care-gardening-maintenance-la-habra,"Jose's Complete Care, Gardening Maintenance",https://s3-media3.fl.yelpcdn.com/bphoto/34K3Mc_VSjZ81pT1am-NmA/o.jpg,False,https://www.yelp.com/biz/joses-complete-care-gardening-maintenance-la-habra?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,109,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'gardeners', 'title': 'Gardeners'}, {'alias': 'irrigation', 'title': 'Irrigation'}]",4.5,"{'latitude': 33.9261245727539, 'longitude': -117.95923614502}",[],"{'address1': '', 'address2': '', 'address3': '', 'city': 'La Habra', 'zip_code': '90631', 'country': 'US', 'state': 'CA', 'display_address': ['La Habra, CA 90631']}",+15626650994,(562) 665-0994,13501.80201823283,
XGmXR8G_wjXpw6f3apK0xQ,vision-turf-and-pavers-orange,Vision Turf & Pavers,https://s3-media2.fl.yelpcdn.com/bphoto/KHEEbcUmATPgQfz1eI_hVw/o.jpg,False,https://www.yelp.com/biz/vision-turf-and-pavers-orange?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,57,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 33.810957, 'longitude': -117.821647}",[],"{'address1': '1421 N Wanda Rd', 'address2': 'Ste 120', 'address3': '', 'city': 'Orange', 'zip_code': '92867', 'country': 'US', 'state': 'CA', 'display_address': ['1421 N Wanda Rd', 'Ste 120', 'Orange, CA 92867']}",+17143372166,(714) 337-2166,23610.147318534582,
CyJSVRlDt0ZUUvZFH7QYmA,purchase-green-artificial-grass-los-alamitos-los-alamitos-4,Purchase Green Artificial Grass,https://s3-media4.fl.yelpcdn.com/bphoto/bfV-wGpgY1RIql9we4RTjA/o.jpg,False,https://www.yelp.com/biz/purchase-green-artificial-grass-los-alamitos-los-alamitos-4?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,42,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 33.80997588921341, 'longitude': -118.06366296087677}",[],"{'address1': '3982 W Cerritos Ave', 'address2': None, 'address3': '', 'city': 'Los Alamitos', 'zip_code': '90720', 'country': 'US', 'state': 'CA', 'display_address': ['3982 W Cerritos Ave', 'Los Alamitos, CA 90720']}",+15623446143,(562) 344-6143,6197.966548343492,
DIae1DAumLLYrvz7aqJ2BA,pacific-breeze-landscape-huntington-beach-4,Pacific Breeze Landscape,https://s3-media1.fl.yelpcdn.com/bphoto/ElCvwyDi1GsEQTrKWhZD2g/o.jpg,False,https://www.yelp.com/biz/pacific-breeze-landscape-huntington-beach-4?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,77,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'masonry_concrete', 'title': 'Masonry/Concrete'}, {'alias': 'poolservice', 'title': 'Pool & Hot Tub Service'}]",4.5,"{'latitude': 33.7366528, 'longitude': -118.0322577}",[],"{'address1': '15512 Graham St', 'address2': None, 'address3': '', 'city': 'Huntington Beach', 'zip_code': '92649', 'country': 'US', 'state': 'CA', 'display_address': ['15512 Graham St', 'Huntington Beach, CA 92649']}",+17143790744,(714) 379-0744,14727.589154980355,
0uxkHzNALWqa2GeqwT0DBg,artificial-grass-guru-los-angeles,Artificial Grass Guru,https://s3-media2.fl.yelpcdn.com/bphoto/Wv2gG6JBp_KY8_X8bajVqQ/o.jpg,False,https://www.yelp.com/biz/artificial-grass-guru-los-angeles?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,61,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 34.0428085327148, 'longitude': -118.250694274902}",[],"{'address1': '', 'address2': None, 'address3': '', 'city': 'Los Angeles', 'zip_code': '90014', 'country': 'US', 'state': 'CA', 'display_address': ['Los Angeles, CA 90014']}",+18444050500,(844) 405-0500,26019.735419182103,
FJVaD-QVyg_hh0-PL0g_2Q,desert-turf-inglewood-2,Desert Turf,https://s3-media3.fl.yelpcdn.com/bphoto/uYg8-hCDsTROuRupHi9dsQ/o.jpg,False,https://www.yelp.com/biz/desert-turf-inglewood-2?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,49,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 33.948785, 'longitude': -118.35234}",[],"{'address1': '1122 S La Brea Ave', 'address2': None, 'address3': '', 'city': 'Inglewood', 'zip_code': '90301', 'country': 'US', 'state': 'CA', 'display_address': ['1122 S La Brea Ave', 'Inglewood, CA 90301']}",+13234548873,(323) 454-8873,27763.975000749117,
GciN053x2BrF9xzD24OMcA,cal-green-turf-costa-mesa,Cal-Green Turf,https://s3-media2.fl.yelpcdn.com/bphoto/sYVJdENivJ04FfyvsBgwkg/o.jpg,False,https://www.yelp.com/biz/cal-green-turf-costa-mesa?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,74,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.6486015319824, 'longitude': -117.918006896973}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Costa Mesa', 'zip_code': '92627', 'country': 'US', 'state': 'CA', 'display_address': ['Costa Mesa, CA 92627']}",+19493928400,(949) 392-8400,27711.349979394203,
_p1vG4E2wWXPI7tUSFKo-A,synthetic-grass-store-anaheim-3,Synthetic Grass Store,https://s3-media2.fl.yelpcdn.com/bphoto/zmNHmYeMKL6Q7ZrvM0kJtQ/o.jpg,False,https://www.yelp.com/biz/synthetic-grass-store-anaheim-3?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,41,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'landscapearchitects', 'title': 'Landscape Architects'}, {'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.84759, 'longitude': -117.86123}",[],"{'address1': '2995 E White Star Ave', 'address2': None, 'address3': '', 'city': 'Anaheim', 'zip_code': '92806', 'country': 'US', 'state': 'CA', 'display_address': ['2995 E White Star Ave', 'Anaheim, CA 92806']}",+15629778873,(562) 977-8873,19364.90029227114,
PaBqPG6Fd37ecDOrfhNiBQ,smart-turf-artificial-grass-santa-ana,Smart Turf Artificial Grass,https://s3-media1.fl.yelpcdn.com/bphoto/NOXZYB-DPnw6Ah4CxY7tIg/o.jpg,False,https://www.yelp.com/biz/smart-turf-artificial-grass-santa-ana?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,46,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 33.71852, 'longitude': -117.84292}",[],"{'address1': '2120 Ritchey St', 'address2': '', 'address3': '', 'city': 'Santa Ana', 'zip_code': '92705', 'country': 'US', 'state': 'CA', 'display_address': ['2120 Ritchey St', 'Santa Ana, CA 92705']}",+17142471500,(714) 247-1500,26503.170530202955,
CXuDllC3ZrvEWvvBXIGNNw,nomow-turf-lake-forest-7,NoMow Turf,https://s3-media3.fl.yelpcdn.com/bphoto/c16UigCwVNt6Ss4MAvEnag/o.jpg,False,https://www.yelp.com/biz/nomow-turf-lake-forest-7?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,49,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.6250381469727, 'longitude': -117.697204589844}",[],"{'address1': '', 'address2': '', 'address3': '', 'city': 'Lake Forest', 'zip_code': '92630', 'country': 'US', 'state': 'CA', 'display_address': ['Lake Forest, CA 92630']}",+18666794863,(866) 679-4863,43174.81671442969,
qy-fC1aUZZ_e0so_6B1AJw,aquatlan-landscaping-bellflower-3,Aquatlan Landscaping,https://s3-media2.fl.yelpcdn.com/bphoto/tK_YjGObuXiuS2z4hq13XA/o.jpg,False,https://www.yelp.com/biz/aquatlan-landscaping-bellflower-3?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,10,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'artificialturf', 'title': 'Artificial Turf'}, {'alias': 'irrigation', 'title': 'Irrigation'}]",5.0,"{'latitude': 33.8822393, 'longitude': -118.1239717}",[],"{'address1': '', 'address2': None, 'address3': '', 'city': 'Bellflower', 'zip_code': '90706', 'country': 'US', 'state': 'CA', 'display_address': ['Bellflower, CA 90706']}",+13107291651,(310) 729-1651,5429.828273138024,
Bgn_WpHK-2YtstNteZQQ9Q,deibys-landscape-and-garden-service-cerritos-4,Deibys Landscape and Garden Service,https://s3-media4.fl.yelpcdn.com/bphoto/BolFeqZ5TKsCvjLgiJaUMw/o.jpg,False,https://www.yelp.com/biz/deibys-landscape-and-garden-service-cerritos-4?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,10,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'irrigation', 'title': 'Irrigation'}, {'alias': 'treeservices', 'title': 'Tree Services'}]",4.5,"{'latitude': 33.86567915, 'longitude': -118.068639}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Cerritos ', 'zip_code': '90703', 'country': 'US', 'state': 'CA', 'display_address': ['Cerritos , CA 90703']}",+15623312863,(562) 331-2863,14.362325641194198,
Ur6qaHaRYzLA6qUd9ZOR7Q,pregra-santa-fe-springs-2,PreGra,https://s3-media4.fl.yelpcdn.com/bphoto/bQge09hEarhX93jqVbQ1UQ/o.jpg,False,https://www.yelp.com/biz/pregra-santa-fe-springs-2?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,4,"[{'alias': 'landscaping', 'title': 'Landscaping'}, {'alias': 'landscapearchitects', 'title': 'Landscape Architects'}, {'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.0,"{'latitude': 33.9365737, 'longitude': -118.0727214}",[],"{'address1': '10713 Norwalk Blvd', 'address2': None, 'address3': '', 'city': 'Santa Fe Springs', 'zip_code': '90670', 'country': 'US', 'state': 'CA', 'display_address': ['10713 Norwalk Blvd', 'Santa Fe Springs, CA 90670']}",+18774773472,(877) 477-3472,7905.241034139889,
Tyec1uvb38S4zVxlyY4Dhw,socal-pavers-and-turf-riverside,Socal Pavers & Turf,https://s3-media3.fl.yelpcdn.com/bphoto/__23kQF059YBFTB8MyNR9w/o.jpg,False,https://www.yelp.com/biz/socal-pavers-and-turf-riverside?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,33,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",5.0,"{'latitude': 33.9665818453382, 'longitude': -117.3936930515625}",[],"{'address1': None, 'address2': None, 'address3': None, 'city': 'Riverside', 'zip_code': '92509', 'country': 'US', 'state': 'CA', 'display_address': ['Riverside, CA 92509']}",+17143103325,(714) 310-3325,63290.97014547683,
9T_JSy0lTpVdxhXvsDGtqA,turf-bros-woodland-hills-3,Turf Bros,https://s3-media2.fl.yelpcdn.com/bphoto/wVw-gd8VTvFXdCjvSzYsPw/o.jpg,False,https://www.yelp.com/biz/turf-bros-woodland-hills-3?adjust_creative=tVgW1QGCxt2Ph7c4FHGJuQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tVgW1QGCxt2Ph7c4FHGJuQ,109,"[{'alias': 'artificialturf', 'title': 'Artificial Turf'}]",4.5,"{'latitude': 34.1854006, 'longitude': -118.5963021}",[],"{'address1': '6320 Canoga Ave', 'address2': 'Fl 15th', 'address3': None, 'city': 'Woodland Hills', 'zip_code': '91367', 'country': 'US', 'state': 'CA', 'display_address': ['6320 Canoga Ave', 'Fl 15th', 'Woodland Hills, CA 91367']}",+18188352416,(818) 835-2416,60241.16567754642,
